year,region,crop_type,rainfall_mm,temperature_celsius,fertilizer_kg_per_ha,pesticide_kg_per_ha,farm_size_ha,soil_type,elevation_m,irrigation,yield_kg_per_ha
2001,Coast,Tea,935.0,26.1,66.7,3.89,0.88,loam,174,1,2083.7
2004,Rift Valley,Maize,900.4,16.2,30.7,3.08,0.55,loam,2697,1,2035.8
2020,Eastern,Wheat,739.1,25.8,41.8,1.84,0.93,sandy,1091,0,452.5
2013,Eastern,Maize,571.4,28.8,49.2,3.87,1.48,sandy,758,0,594.7
2003,Coast,Coffee,857.5,26.7,75.3,3.11,0.56,sandy,412,0,248.0
2019,Western,Beans,2127.8,20.3,33.5,1.95,1.01,clay,1244,1,462.4
2006,Nyanza,Coffee,1632.1,22.0,37.5,1.67,0.5,clay,1449,0,568.3
2019,North Eastern,Tea,207.6,27.6,53.0,0.0,0.9,sandy,327,0,245.3
2013,Western,Beans,1497.7,19.9,2.4,0.96,1.46,clay,1257,0,575.6
2000,Central,Sorghum,1074.0,13.9,59.4,4.59,4.01,volcanic,1527,1,581.8
2007,Rift Valley,Maize,929.9,19.7,40.1,0.0,1.51,loam,2262,1,2550.1
2022,North Eastern,Wheat,351.2,28.2,36.0,4.6,3.96,sandy,536,0,289.2
2002,Nyanza,Maize,1206.0,24.7,40.4,1.72,2.08,loam,1450,0,1510.2
2005,Eastern,Coffee,494.4,19.8,40.3,3.85,0.72,clay,1069,0,575.9
2006,Western,Sorghum,1160.8,19.5,22.2,2.26,0.66,loam,1687,0,548.2
2019,Coast,Sorghum,1080.1,31.4,0.0,1.46,3.77,loam,141,0,463.3
2002,Central,Wheat,1427.1,14.8,23.5,1.59,0.93,volcanic,2390,1,2413.8
2002,Rift Valley,Coffee,993.7,19.3,64.6,3.16,0.91,volcanic,1941,1,1234.4
2020,Rift Valley,Coffee,911.4,19.5,70.6,3.26,1.97,volcanic,2380,1,1760.5
2013,Western,Coffee,1733.0,22.7,75.2,2.5,0.59,clay,1662,1,856.9
2017,Nyanza,Beans,1254.9,21.8,49.8,1.96,1.22,loam,1573,0,846.1
2005,Central,Maize,1117.6,15.9,27.3,2.76,6.79,loam,2153,1,1291.9
2019,North Eastern,Coffee,175.4,29.0,40.9,0.0,3.57,clay,548,1,129.3
2011,Nyanza,Beans,1348.1,22.1,48.8,1.37,0.6,clay,1620,1,763.8
2007,Coast,Maize,994.0,27.8,64.4,0.88,0.79,loam,228,0,1068.2
2008,Western,Wheat,1464.0,22.9,12.3,3.39,1.03,loam,1857,0,1271.9
2002,Coast,Maize,1388.1,24.9,29.4,2.65,0.71,loam,556,0,981.3
2017,Nyanza,Sorghum,1184.5,22.6,46.2,4.71,2.46,loam,1726,0,907.5
2001,Eastern,Sorghum,597.5,21.3,43.6,4.45,2.03,sandy,786,0,725.3
2015,North Eastern,Wheat,291.0,24.3,41.1,3.8,0.97,clay,544,0,588.5
2004,Coast,Beans,1034.7,27.9,46.4,2.67,1.76,loam,214,0,362.7
2008,Western,Sorghum,1686.7,27.0,3.2,2.45,2.11,loam,1469,0,250.4
2005,North Eastern,Maize,250.2,26.7,36.9,3.13,1.95,clay,205,0,682.8
2014,Eastern,Beans,432.6,26.1,81.7,0.99,1.06,sandy,1389,1,375.1
2018,North Eastern,Sorghum,229.6,31.0,75.6,5.24,0.9,sandy,192,1,821.3
2007,Nyanza,Sorghum,1082.2,22.0,29.7,5.69,0.19,clay,1582,0,763.8
2008,Eastern,Maize,523.4,26.0,59.3,2.47,0.79,sandy,916,0,557.4
2000,Rift Valley,Wheat,903.3,18.3,17.9,1.06,0.67,loam,2643,1,3072.3
2010,Western,Tea,1625.7,20.7,17.9,4.3,0.92,clay,1894,0,5639.3
2018,Nyanza,Coffee,1902.9,24.5,65.2,2.64,0.77,clay,1479,0,580.2
2020,North Eastern,Maize,318.4,34.1,65.3,3.56,2.11,sandy,472,0,262.4
2008,Central,Maize,1252.5,14.1,20.7,1.28,0.85,loam,1578,1,934.4
2001,Western,Beans,1518.6,22.2,35.1,2.68,3.32,loam,1564,0,687.7
2007,Eastern,Maize,765.3,23.0,69.1,2.38,0.37,clay,1122,0,1332.6
2009,Central,Maize,1573.7,17.1,24.0,0.78,2.89,volcanic,2153,1,1384.2
2016,Rift Valley,Coffee,964.6,21.6,65.9,3.32,2.44,loam,2775,1,1327.3
2014,Nyanza,Sorghum,1109.5,23.5,55.0,1.62,2.89,clay,1360,0,813.0
2006,Rift Valley,Sorghum,1293.8,20.9,24.8,3.36,1.47,loam,1950,1,746.2
2018,Central,Coffee,1246.8,16.5,64.0,2.71,0.34,volcanic,2206,1,1266.5
2016,Central,Maize,1070.7,14.8,73.7,3.82,1.34,volcanic,2245,1,2133.2
2003,Coast,Sorghum,1512.3,29.8,51.0,3.59,3.7,sandy,510,0,248.0
2023,Nyanza,Sorghum,684.7,24.5,42.7,3.14,0.82,clay,1340,0,929.0
2012,Central,Sorghum,1039.4,15.2,71.7,3.93,5.26,loam,1611,1,568.0
2022,Eastern,Tea,322.8,25.6,38.3,0.0,0.75,sandy,1271,0,887.8
2023,Rift Valley,Tea,973.7,18.2,40.6,4.42,1.54,volcanic,1925,1,13057.8
2009,Eastern,Coffee,645.6,28.8,12.1,2.45,0.44,sandy,1170,0,160.8
2002,North Eastern,Maize,278.5,28.8,62.5,3.92,0.79,clay,336,0,577.4
2019,North Eastern,Beans,296.7,24.1,13.4,2.8,2.26,clay,563,1,290.0
2023,North Eastern,Beans,390.3,28.0,38.9,1.12,1.36,clay,361,1,194.2
2006,Nyanza,Maize,1541.0,23.2,20.3,3.28,6.11,loam,1213,0,1522.5
2004,Western,Beans,1568.7,23.7,37.7,1.92,1.97,loam,1592,0,666.1
2020,Rift Valley,Sorghum,1095.2,21.8,27.4,2.08,0.65,volcanic,1970,1,973.2
2007,Eastern,Wheat,687.3,22.4,37.7,1.55,4.56,sandy,1134,0,640.9
2001,North Eastern,Sorghum,362.4,30.7,34.8,2.21,1.28,clay,531,0,772.9
2011,Rift Valley,Sorghum,899.3,16.7,70.1,3.82,1.16,loam,2182,1,843.3
2015,Rift Valley,Coffee,929.0,19.0,33.0,4.85,0.76,volcanic,2737,1,1652.4
2002,Western,Tea,1849.1,21.1,52.8,2.21,1.69,clay,1594,1,6541.1
2013,Coast,Coffee,857.4,26.7,35.2,1.85,1.99,loam,151,0,335.6
2022,Western,Tea,1445.5,23.8,23.5,5.27,5.22,loam,1377,0,5841.4
2021,Rift Valley,Tea,1047.4,20.2,27.4,6.87,0.55,volcanic,2396,1,10695.3
2000,Nyanza,Beans,1023.9,22.6,47.7,3.55,1.6,loam,1484,0,807.3
2014,Coast,Beans,524.7,30.8,43.2,1.91,1.04,sandy,252,0,121.5
2016,Western,Wheat,2067.3,20.5,6.7,0.0,1.21,clay,1502,0,456.1
2000,Coast,Wheat,673.7,27.8,17.6,3.46,0.52,sandy,492,0,346.3
2020,North Eastern,Beans,291.0,33.6,46.9,2.41,2.8,clay,172,1,167.0
2002,Coast,Wheat,1487.6,25.3,73.8,2.11,1.38,loam,35,1,842.7
2003,North Eastern,Maize,308.1,34.1,35.6,1.89,1.96,sandy,305,1,201.4
2009,Rift Valley,Coffee,780.5,20.2,13.9,2.78,2.0,loam,1521,1,1058.9
2005,Nyanza,Sorghum,1726.9,22.3,54.3,1.21,0.97,clay,1410,0,310.0
2021,Nyanza,Coffee,725.5,20.7,28.4,2.49,1.22,clay,1713,0,619.9
2022,Central,Wheat,1304.2,18.3,51.1,2.63,1.18,loam,2219,1,3088.0
2021,Western,Coffee,1727.7,24.1,26.8,3.78,0.63,clay,1737,0,554.9
2022,Coast,Beans,1166.7,27.5,31.4,5.51,0.48,sandy,239,0,223.2
2015,Eastern,Maize,572.7,20.9,27.3,0.0,1.27,sandy,1207,0,766.6
2020,North Eastern,Coffee,270.8,31.7,26.9,2.43,2.22,clay,155,0,105.3
2014,Nyanza,Wheat,778.9,23.1,50.3,1.51,1.42,loam,1345,1,1908.9
2012,Nyanza,Tea,1318.1,25.7,67.7,2.88,0.53,clay,1208,1,5092.7
2013,Central,Coffee,1610.8,17.3,11.7,1.54,0.98,volcanic,2702,1,1032.1
2000,Central,Tea,1300.2,15.0,42.0,3.63,0.42,loam,2087,1,12644.7
2008,Nyanza,Sorghum,2013.5,23.5,0.3,1.72,1.44,clay,1383,0,271.3
2003,Coast,Sorghum,830.3,27.1,54.4,2.26,0.86,sandy,227,1,696.4
2013,Coast,Sorghum,495.4,30.6,20.9,2.01,3.4,sandy,475,0,284.2
2007,Coast,Beans,698.2,25.6,63.2,3.69,2.09,loam,405,1,673.2
2002,Western,Sorghum,1920.8,21.8,22.8,3.52,1.09,clay,1453,0,212.2
2009,Central,Sorghum,1233.0,17.0,72.7,0.35,0.55,volcanic,2127,1,509.9
2014,Central,Coffee,954.1,16.2,76.2,3.37,0.24,loam,1836,1,1424.7
2001,North Eastern,Tea,234.0,30.0,27.2,3.26,0.82,clay,384,0,250.4
2005,Rift Valley,Tea,1089.6,18.4,15.3,4.41,1.26,volcanic,1559,1,14359.9
2012,Western,Beans,1833.9,24.5,54.4,0.81,0.94,clay,1970,0,417.7
2015,Nyanza,Wheat,1305.8,22.9,24.3,1.06,1.65,clay,1105,0,950.1
2005,Nyanza,Tea,1593.2,23.2,5.0,1.21,2.16,loam,1431,0,4342.3
2000,North Eastern,Sorghum,328.0,27.4,27.9,0.0,1.1,sandy,187,1,653.5
2012,North Eastern,Beans,298.4,32.0,45.9,1.53,0.87,sandy,434,0,100.0
2010,North Eastern,Coffee,307.3,34.5,41.5,4.04,8.58,sandy,438,0,100.0
2002,Central,Coffee,1143.4,12.9,43.2,2.55,1.27,loam,2066,1,986.6
2005,Coast,Maize,1628.8,31.2,53.6,1.28,1.3,loam,355,0,622.6
2015,Eastern,Sorghum,653.0,21.5,41.4,0.0,3.7,sandy,576,0,586.5
2014,Central,Coffee,1131.5,15.4,36.8,3.11,5.05,volcanic,2042,1,1246.1
2012,Rift Valley,Maize,1427.6,19.6,32.3,0.0,3.57,loam,2237,1,1588.3
2003,Coast,Tea,674.0,28.2,53.0,3.88,4.03,sandy,470,0,869.3
2017,Rift Valley,Beans,1121.4,18.8,0.0,3.77,0.93,loam,2172,1,932.1
2012,Central,Sorghum,1371.7,16.5,40.8,0.33,1.09,loam,1664,1,365.5
2003,Coast,Sorghum,1087.0,28.8,51.9,1.07,0.58,sandy,12,0,374.2
2006,Nyanza,Beans,1127.4,24.2,7.7,3.02,0.87,loam,1225,0,583.8
2020,Nyanza,Wheat,1376.3,21.8,30.4,3.54,0.94,loam,1183,0,1453.7
2019,Western,Tea,1718.3,21.9,23.1,0.23,0.99,clay,1416,0,4809.9
2015,Central,Maize,1350.9,17.4,49.5,1.53,0.42,volcanic,2799,1,1883.9
2008,Central,Tea,1394.7,17.6,24.5,5.35,1.43,loam,1776,1,11274.6
2021,North Eastern,Maize,212.6,26.2,56.5,2.98,1.78,sandy,199,0,393.9
2022,North Eastern,Sorghum,217.1,26.0,3.3,3.26,0.62,clay,482,0,670.4
2004,North Eastern,Coffee,201.2,20.3,70.2,1.0,1.01,sandy,204,0,131.7
2008,Coast,Tea,623.8,26.9,12.0,5.64,1.33,loam,559,0,1196.1
2009,Western,Coffee,1066.1,28.3,61.1,2.83,1.3,clay,1656,0,455.3
2013,Central,Maize,969.3,13.6,4.1,0.47,0.82,volcanic,2910,1,1349.0
2019,Rift Valley,Tea,1238.5,19.3,0.0,3.01,1.06,volcanic,2001,1,9842.4
2017,Coast,Wheat,297.3,28.6,31.9,3.31,2.61,sandy,72,0,329.1
2005,Coast,Coffee,1000.1,28.0,33.4,2.73,2.41,loam,520,0,280.5
2002,Eastern,Beans,476.6,27.1,53.6,5.27,2.03,sandy,621,0,285.8
2012,Nyanza,Beans,1248.2,20.7,35.5,4.11,1.35,clay,1453,0,761.1
2015,Coast,Wheat,744.0,26.7,20.4,5.2,1.99,sandy,471,0,372.3
2023,Coast,Maize,1025.4,26.6,3.6,1.44,0.51,sandy,19,0,516.4
2000,Rift Valley,Tea,1519.7,18.5,50.2,1.53,1.66,volcanic,1709,1,12525.1
2014,Western,Beans,1229.6,19.3,42.7,2.01,0.53,loam,1632,0,803.2
2021,Coast,Tea,833.4,31.8,11.0,0.0,1.84,sandy,435,1,505.1
2013,Central,Sorghum,1562.9,14.7,8.5,0.82,3.1,loam,1556,1,229.5
2002,Nyanza,Beans,1280.0,22.9,22.0,2.0,1.04,clay,1795,0,515.5
2003,Eastern,Maize,579.9,27.3,49.6,1.21,6.2,sandy,1044,0,590.8
2022,Coast,Beans,1381.3,27.3,34.0,3.18,3.79,sandy,428,0,192.3
2012,Eastern,Wheat,628.6,25.8,31.3,0.26,1.36,sandy,570,0,469.9
2007,Rift Valley,Coffee,310.6,22.2,49.8,2.99,1.29,volcanic,1838,1,1317.6
2011,Coast,Coffee,934.6,27.5,77.1,3.07,1.89,sandy,454,0,222.2
2015,Nyanza,Wheat,1329.2,22.0,0.0,3.08,1.97,clay,1431,1,1515.2
2013,Nyanza,Tea,1065.6,19.5,62.1,0.0,1.17,clay,1728,0,6816.1
2011,Nyanza,Maize,1454.1,21.1,28.2,4.37,1.3,clay,1175,0,1472.6
2009,Nyanza,Beans,1366.6,22.6,21.0,2.9,6.58,loam,1698,0,646.7
2018,North Eastern,Sorghum,234.9,28.2,53.1,2.89,0.53,sandy,417,0,624.7
2006,North Eastern,Wheat,425.5,31.4,62.8,0.0,0.78,sandy,561,0,193.8
2023,Central,Wheat,1256.4,17.8,45.4,2.42,3.89,loam,2078,1,2690.8
2004,Eastern,Maize,562.5,23.0,33.4,2.62,1.39,clay,599,0,1144.3
2020,Western,Sorghum,1318.9,22.2,23.0,2.73,0.74,clay,1681,0,430.0
2023,Eastern,Sorghum,428.4,25.1,25.2,3.8,1.5,clay,1410,1,1467.3
2000,Nyanza,Tea,1478.2,25.6,51.5,2.59,2.11,clay,1723,0,3855.3
2021,Central,Sorghum,1323.2,19.4,37.2,1.82,1.35,loam,1762,1,524.4
2023,Western,Beans,1565.4,24.3,39.9,1.84,0.46,clay,1431,1,600.9
2022,Eastern,Maize,580.1,21.1,53.4,3.0,3.32,sandy,949,0,778.8
2001,Coast,Sorghum,819.9,29.2,40.1,3.38,1.59,loam,82,0,772.9
2010,Nyanza,Tea,1303.8,26.6,44.6,3.25,2.15,loam,1638,0,4250.2
2023,Rift Valley,Wheat,1016.8,18.1,11.8,2.91,0.47,loam,2384,1,3471.2
2016,Nyanza,Sorghum,1371.0,26.2,26.0,2.59,3.65,loam,1620,0,709.7
2018,Western,Maize,1922.4,23.3,37.2,0.66,1.17,loam,1358,0,1153.2
2009,Coast,Beans,1380.9,25.5,67.2,2.28,1.81,sandy,150,0,231.4
2019,North Eastern,Coffee,266.5,29.0,47.8,2.27,1.08,sandy,445,0,100.0
2006,Western,Tea,1010.4,24.6,41.1,3.15,0.76,loam,1549,0,5182.5
2017,North Eastern,Tea,255.4,32.3,66.2,4.59,0.91,sandy,349,0,197.0
2022,Eastern,Wheat,639.4,23.8,52.6,2.06,0.85,sandy,883,0,583.5
2004,Coast,Coffee,871.3,24.6,35.0,1.78,0.94,sandy,532,0,223.0
2004,Coast,Beans,1491.7,29.8,25.9,5.81,1.7,loam,535,0,257.3
2006,Rift Valley,Sorghum,1440.6,18.5,62.1,4.66,1.57,loam,2360,1,563.9
2009,North Eastern,Maize,221.5,35.7,41.0,3.65,0.88,sandy,313,0,214.7
2011,North Eastern,Beans,332.8,35.3,60.8,2.64,0.94,sandy,360,1,100.0
2009,Western,Tea,1510.4,20.7,54.9,2.23,0.86,loam,1595,0,8494.1
2013,Western,Maize,1726.4,25.0,85.4,1.89,1.9,loam,1689,1,2097.0
2001,Rift Valley,Coffee,878.3,18.8,57.5,3.41,1.81,volcanic,2530,1,1064.0
2002,Western,Tea,2037.0,24.1,25.2,0.5,1.03,loam,1464,0,5072.9
2001,North Eastern,Coffee,168.1,25.4,49.0,4.01,0.45,sandy,332,0,129.1
2012,North Eastern,Coffee,251.5,25.4,36.1,2.04,1.66,sandy,256,0,100.0
2021,Rift Valley,Sorghum,814.8,15.7,49.4,4.41,1.64,loam,2227,1,663.5
2016,Eastern,Coffee,568.1,22.1,59.6,1.85,0.53,sandy,1218,0,283.7
2020,Central,Tea,1063.7,18.9,59.9,4.56,0.74,volcanic,1734,1,15716.8
2009,Western,Coffee,1386.0,22.1,53.0,0.05,1.89,clay,1918,1,659.2
2020,Central,Beans,1462.1,19.3,14.9,4.43,1.08,loam,2921,1,1003.8
2014,Western,Maize,1742.7,20.4,51.4,3.99,3.17,loam,1988,1,2465.3
2020,Coast,Tea,628.1,29.2,62.0,3.57,6.87,sandy,427,0,563.8
2005,Rift Valley,Tea,632.3,17.2,23.0,1.41,0.96,loam,2491,1,10114.8
2000,Nyanza,Beans,999.0,25.7,71.0,2.98,3.17,loam,1666,0,775.2
2023,Coast,Maize,1615.6,24.6,27.5,2.44,1.22,loam,20,1,1247.8
2010,Rift Valley,Beans,909.8,16.3,53.7,2.11,1.0,volcanic,2779,1,1221.5
2001,North Eastern,Sorghum,222.7,30.3,35.2,2.09,3.47,sandy,322,0,620.2
2012,Eastern,Coffee,316.0,30.4,31.8,2.72,0.36,clay,1251,0,214.4
2004,Central,Coffee,1298.7,17.4,22.8,3.55,0.9,loam,1860,1,1156.7
2017,Nyanza,Sorghum,1725.3,23.4,44.0,2.49,0.94,loam,1283,0,350.4
2007,Eastern,Sorghum,260.1,23.0,0.3,1.19,0.47,clay,697,0,887.5
2016,Central,Wheat,1094.2,18.6,10.8,2.85,0.34,volcanic,2334,1,3312.7
2019,Nyanza,Tea,2060.6,22.3,42.2,1.88,1.35,loam,1460,0,5931.4
2015,Coast,Maize,1131.5,28.0,53.5,3.39,1.05,loam,309,0,906.7
2021,Nyanza,Tea,1355.8,24.9,45.0,3.1,7.73,clay,1683,0,3600.3
2002,North Eastern,Maize,270.9,30.7,64.7,0.95,2.05,clay,434,0,406.2
2022,Eastern,Maize,531.5,24.9,26.9,2.15,0.7,sandy,866,0,665.0
2018,North Eastern,Sorghum,264.1,30.6,46.7,3.34,1.59,sandy,253,0,493.1
2011,Eastern,Coffee,415.9,22.8,36.5,0.0,4.35,clay,1250,0,327.1
2000,Central,Maize,1276.3,19.7,27.4,3.36,1.25,volcanic,1867,1,2067.5
2012,Rift Valley,Wheat,1062.9,18.4,41.0,3.11,0.39,volcanic,2060,1,4466.7
2018,Western,Coffee,1587.6,23.3,17.5,3.07,1.52,clay,1302,0,533.1
2017,Coast,Coffee,947.5,26.5,50.7,1.15,1.38,loam,158,0,336.1
2006,Western,Maize,1516.9,20.8,30.8,0.54,2.97,loam,1748,1,2186.3
2011,Central,Sorghum,1209.3,16.0,23.3,2.15,2.19,loam,2149,1,438.4
2014,Central,Sorghum,1498.9,14.3,28.2,3.86,2.12,volcanic,1959,1,274.9
2021,Nyanza,Maize,1487.5,23.4,49.8,2.58,1.35,clay,1793,0,1527.0
2015,Coast,Tea,1157.0,26.4,33.8,2.79,1.64,loam,504,1,1648.8
2008,Central,Tea,987.5,17.9,21.6,4.82,0.78,volcanic,2893,1,13625.3
2010,Central,Maize,1258.2,13.0,17.6,3.89,1.23,loam,2811,1,1005.3
2017,Nyanza,Wheat,1790.0,24.9,4.1,4.12,0.37,loam,1468,0,876.1
2002,Rift Valley,Coffee,728.4,17.9,51.3,2.34,1.28,loam,2434,1,1290.7
2015,Eastern,Sorghum,485.7,25.2,52.0,3.94,4.78,sandy,724,0,951.1
2001,Rift Valley,Beans,1103.1,19.4,41.0,3.67,1.04,loam,2165,1,1405.5
2003,North Eastern,Wheat,241.7,29.4,17.9,0.71,2.38,clay,292,0,294.9
2004,Central,Wheat,1136.3,15.9,38.3,1.63,1.9,volcanic,1508,1,3530.7
2016,Eastern,Beans,616.3,21.4,0.0,3.02,1.21,sandy,1404,0,288.3
2015,Central,Beans,1441.7,17.5,52.2,1.15,0.17,volcanic,2816,1,1029.8
2018,Rift Valley,Beans,933.3,21.1,16.1,0.98,0.35,loam,2511,1,897.7
2023,Western,Sorghum,1895.0,24.3,12.2,3.65,1.3,loam,1297,0,241.5
2003,North Eastern,Beans,288.3,36.1,45.5,2.47,1.69,sandy,386,1,117.7
2000,Central,Coffee,926.1,20.5,24.5,2.16,1.7,volcanic,2506,1,1368.3
2003,Western,Coffee,1721.8,23.5,42.9,3.0,1.43,clay,1724,0,615.6
2014,Rift Valley,Beans,1024.4,15.9,25.5,2.13,1.28,volcanic,2451,1,1095.9
2011,Eastern,Tea,529.2,22.7,33.9,4.07,1.07,clay,1481,0,1636.6
2005,Central,Beans,1417.2,17.2,46.2,1.91,1.63,loam,2917,1,908.7
2004,Rift Valley,Sorghum,1093.1,20.4,0.0,4.48,1.44,volcanic,1878,1,952.7
2008,Western,Tea,2109.3,22.3,50.2,2.8,1.96,clay,1646,0,5300.7
2000,Coast,Coffee,771.5,27.4,71.5,2.43,0.81,loam,193,1,417.2
2013,Coast,Sorghum,1012.4,29.1,66.9,1.56,1.08,sandy,310,0,389.8
2017,Coast,Coffee,757.5,27.0,58.3,2.99,0.93,sandy,332,0,208.8
2018,Nyanza,Coffee,1335.3,23.5,45.5,0.69,5.7,clay,1220,0,527.6
2001,Nyanza,Maize,1516.6,28.0,39.9,3.76,1.43,loam,1604,1,1634.9
2021,Eastern,Coffee,635.9,26.0,37.6,0.76,0.84,sandy,558,0,234.0
2002,Western,Coffee,1558.4,20.1,83.5,0.0,0.8,loam,1352,0,838.8
2023,Coast,Sorghum,561.8,30.4,53.5,0.0,9.0,sandy,215,0,352.0
2007,Nyanza,Sorghum,1680.4,23.7,17.7,2.44,2.66,loam,1323,0,309.2
2012,Eastern,Beans,501.5,28.0,59.5,3.05,0.47,sandy,1003,0,255.9
2019,Nyanza,Beans,1712.1,19.1,32.6,2.82,0.71,clay,1776,0,608.5
2015,Nyanza,Tea,1712.5,24.2,37.4,3.37,0.82,loam,1587,1,6513.8
2005,Central,Wheat,1584.1,14.6,41.4,0.56,0.83,volcanic,2632,1,2278.9
2014,Nyanza,Wheat,1627.7,23.6,42.1,2.41,0.8,loam,1570,0,1121.9
2014,Western,Beans,1431.8,23.3,57.9,3.46,0.66,clay,1713,0,576.0
2006,North Eastern,Sorghum,309.4,35.5,35.5,1.98,1.33,sandy,220,1,425.1
2001,Nyanza,Maize,1392.4,22.6,41.2,1.59,1.06,loam,1433,0,1393.4
2008,Eastern,Tea,225.8,22.7,60.1,1.86,0.81,clay,714,1,2886.7
2016,Nyanza,Coffee,1718.2,24.8,19.6,0.87,0.83,clay,1279,1,622.6
2006,Coast,Coffee,1178.0,28.5,36.1,4.42,0.51,sandy,317,1,208.1
2022,Central,Sorghum,1313.7,19.2,46.7,0.0,0.95,volcanic,1508,1,632.0
2008,Nyanza,Maize,1315.4,21.7,70.9,0.37,1.46,clay,1352,0,1551.0
2007,Coast,Wheat,637.9,25.8,73.5,1.08,0.6,sandy,329,0,539.8
2004,Nyanza,Coffee,1093.6,24.4,44.9,1.65,0.55,loam,1245,1,944.6
2017,Nyanza,Tea,1362.4,23.7,41.7,0.0,1.15,clay,1268,0,3328.0
2021,Western,Sorghum,1928.9,22.4,36.8,6.25,0.64,loam,1668,0,272.8
2006,Nyanza,Wheat,1480.5,23.5,23.4,3.53,0.86,loam,1483,0,1239.8
2006,Western,Maize,1324.4,23.4,48.2,2.04,0.75,loam,1970,0,1629.5
2002,Coast,Sorghum,1601.3,27.8,34.0,1.46,1.29,sandy,201,1,193.5
2023,Nyanza,Tea,2145.6,23.3,47.2,0.67,0.37,loam,1199,0,4209.6
2016,Rift Valley,Maize,683.7,19.7,50.3,0.63,1.03,loam,2449,1,2034.3
2015,Western,Sorghum,1880.5,26.6,43.9,1.14,0.46,clay,1795,1,272.6
2012,Nyanza,Tea,1012.7,22.2,40.3,3.35,0.89,clay,1760,0,5292.7
2011,Western,Sorghum,1774.7,22.8,49.8,1.71,0.3,clay,1494,1,303.6
2002,Coast,Tea,863.6,27.6,38.2,2.38,1.4,sandy,369,0,583.7
2012,Central,Coffee,1260.4,16.0,16.9,1.18,2.3,volcanic,2052,1,1306.4
2015,Central,Wheat,934.3,17.3,67.5,2.08,0.59,volcanic,1578,1,4278.4
2015,Central,Beans,1233.4,18.5,67.3,2.97,0.72,volcanic,1875,1,1406.1
2021,North Eastern,Wheat,413.1,30.9,51.7,4.62,1.85,clay,577,1,377.4
2004,Coast,Beans,892.5,24.2,102.8,2.28,2.79,sandy,150,0,275.6
2005,Rift Valley,Wheat,1072.5,15.6,56.4,3.73,2.63,loam,2533,1,3971.3
2003,Western,Wheat,1662.7,23.6,34.7,1.34,0.89,loam,1955,0,1008.5
2011,Nyanza,Tea,1203.0,20.3,27.0,2.0,0.26,loam,1747,0,5667.7
2001,Central,Wheat,1248.6,12.8,51.1,1.68,5.19,volcanic,2178,1,2689.0
2020,Central,Tea,1375.1,15.3,60.0,1.9,3.15,loam,2356,1,10500.0
2008,Eastern,Wheat,454.4,27.6,68.4,1.64,0.75,sandy,1497,1,646.2
2002,Central,Sorghum,931.8,20.1,63.9,3.15,1.31,volcanic,2753,1,971.4
2021,Coast,Maize,792.1,30.1,56.9,2.97,0.84,sandy,242,1,570.5
2014,Rift Valley,Tea,984.0,20.2,81.1,0.8,1.88,volcanic,2428,1,11070.8
2007,Coast,Tea,955.0,25.5,49.7,0.0,0.32,loam,243,0,1457.2
2014,Rift Valley,Wheat,1006.7,20.7,64.4,4.09,2.49,loam,2143,1,3478.0
2020,Central,Coffee,1354.6,18.6,46.7,3.35,1.16,volcanic,1558,1,1603.4
2009,Central,Sorghum,1208.7,20.4,27.5,2.79,0.8,loam,2529,1,532.1
2005,North Eastern,Maize,176.0,32.5,56.2,0.78,2.39,clay,578,1,491.3
2016,Coast,Wheat,1077.9,26.2,52.8,0.01,1.29,loam,173,0,601.4
2004,Coast,Tea,584.2,28.0,0.0,4.35,3.17,sandy,556,0,524.3
2012,Central,Wheat,1403.4,18.3,51.1,1.28,0.79,loam,2450,1,3008.8
2006,Nyanza,Sorghum,1650.2,23.9,38.6,0.01,1.82,loam,1364,0,402.6
2009,Coast,Wheat,1248.1,27.8,4.8,2.12,0.68,loam,456,1,634.3
2013,Rift Valley,Beans,782.0,19.7,23.8,0.96,0.32,volcanic,2349,1,1401.9
2008,Rift Valley,Tea,1022.0,19.9,47.6,2.23,4.86,loam,2281,1,10424.4
2019,Rift Valley,Beans,688.4,19.5,28.4,2.94,1.29,loam,1630,1,1138.5
2017,Western,Coffee,1390.4,19.4,32.3,3.63,4.85,clay,1678,0,679.3
2008,North Eastern,Wheat,151.1,27.2,37.0,1.17,0.76,clay,351,1,421.7
2016,Central,Sorghum,1322.1,16.9,32.6,1.89,0.88,volcanic,2871,1,524.6
2016,Coast,Sorghum,803.8,28.1,39.1,0.13,0.7,loam,423,1,799.1
2005,Nyanza,Wheat,1442.5,24.0,63.4,0.02,2.03,loam,1396,0,1258.5
2007,Western,Beans,1386.1,19.6,43.7,0.0,1.87,clay,1881,0,608.4
2020,Rift Valley,Wheat,863.9,25.4,46.0,1.37,1.0,loam,2450,1,2472.1
2005,Coast,Maize,750.3,28.2,36.4,3.67,0.45,loam,392,0,862.8
2006,Western,Beans,1549.9,23.4,0.0,2.66,2.47,loam,1250,0,498.3
2021,Central,Tea,791.1,15.8,61.1,3.68,2.56,loam,2082,1,11360.3
2021,Rift Valley,Coffee,933.1,16.2,30.3,3.76,0.65,loam,2757,1,718.4
2003,Central,Tea,1189.6,17.6,33.1,2.84,0.89,volcanic,1624,1,16168.6
2002,Western,Sorghum,1515.5,22.0,34.5,1.81,0.83,clay,1795,0,352.7
